username,user_id,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
CatalystPart,221123293,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EOoLZV #SocialMedia,,,#SocialMedia,961602334596976643,https://twitter.com/CatalystPart/status/961602334596976643
milo5714900,28119151,2018-02-08 19:06,0,1,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// dlvr.it/QFcN4P #socialmedia,,,#socialmedia,961768258088067072,https://twitter.com/milo5714900/status/961768258088067072
RobertBowler,380171875,2018-02-07 04:36,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/7bPTghVQB",,,,961186878501171200,https://twitter.com/RobertBowler/status/961186878501171200
AlexWitzleben,253615321,2018-02-08 01:26,0,0,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw&utm_term=.d01741a797e3 … #Facebook #socialmedia",,,#Facebook #socialmedia,961501463003516928,https://twitter.com/AlexWitzleben/status/961501463003516928
scottclause,18826597,2018-02-07 10:54,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/Q75ijhZg",,,,961281915243425792,https://twitter.com/scottclause/status/961281915243425792
synclairlewis,896757366150090753,2018-02-10 07:46,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFpVPD pic.twitter.com/AgiIJq209x,,,,962321782396002304,https://twitter.com/synclairlewis/status/962321782396002304
Jasmine_Sandler,611295355,2018-02-08 08:00,0,0,#Socialmediamarketing That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-p... http:// ow.ly/lHBP50gq1IE,,,#Socialmediamarketing,961600677050011650,https://twitter.com/Jasmine_Sandler/status/961600677050011650
neloesteves,38207353,2018-02-09 02:32,0,0,"Analysis | Facebook isn’t restricting your News Feed to 26 friends, no matter what a viral hoax claims https:// fb.me/Vg3clQdg",,,,961880454801498112,https://twitter.com/neloesteves/status/961880454801498112
CorrectDEV,1876840766,2018-02-07 23:28,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// zpr.io/nazhU,,,,961471896826056704,https://twitter.com/CorrectDEV/status/961471896826056704
Hakkapip,54597913,2018-02-08 08:29,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXlfh via @mashable,,@mashable,,961607824680693760,https://twitter.com/Hakkapip/status/961607824680693760
SigP226,26131740,2018-02-08 02:00,0,0,#technology #tech Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ift.tt/2sjjTJE,,,#technology #tech,961510105085865990,https://twitter.com/SigP226/status/961510105085865990
TechnoCruze,389559759,2018-02-08 10:25,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFYXR7 #Tech #Gadgets,,,#Tech #Gadgets,961637035801899009,https://twitter.com/TechnoCruze/status/961637035801899009
weusedtobehuman,4292343562,2018-02-08 08:13,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2C4SBqe pic.twitter.com/SYzjDK1dBO pic.twitter.com/k4yuxCTQ49,,,,961603804889255936,https://twitter.com/weusedtobehuman/status/961603804889255936
rhettpower,135622752,2018-02-07 23:23,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It https:// fb.me/TebwhASy,,,,961470435522064384,https://twitter.com/rhettpower/status/961470435522064384
roontigger04,502304597,2018-02-08 06:24,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// fb.me/HkuRPCpY",,,,961576452687912960,https://twitter.com/roontigger04/status/961576452687912960
designfeeds,18890943,2018-02-08 08:44,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed @mashable : The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25) friends could see your posts. In copy-paste messages… http:// dlvr.it/QFXrkx,,@mashable,,961611602083508224,https://twitter.com/designfeeds/status/961611602083508224
marciasgreen,302599903,2018-02-08 08:14,0,0,"Analysis | Facebook isn't restricting your News Feed to 26 friends, no matter what a viral hoax claims http:// wapo.st/2nR8Qlt?tid=ss _tw-bottom&utm_term=.64c760f319d2 …",,,,961604041296945153,https://twitter.com/marciasgreen/status/961604041296945153
Seyfdin2,958427498827714560,2018-02-08 08:21,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXjPV pic.twitter.com/DYgEpidLoS,,,,961605812987731968,https://twitter.com/Seyfdin2/status/961605812987731968
Mastik3,1863160872,2018-02-08 07:56,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2EOoLZV #tech,,,#tech,961599553844711431,https://twitter.com/Mastik3/status/961599553844711431
alvinlindsay21,15830958,2018-02-08 07:58,2,2,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYQy @mashable pic.twitter.com/sWL2GkDHvQ,,@mashable,,961600035002597376,https://twitter.com/alvinlindsay21/status/961600035002597376
silverbacklive,118342823,2018-02-08 02:06,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ift.tt/2sjjTJE #entrepreneurs #Dubai #KSA #UAE,,,#entrepreneurs #Dubai #KSA #UAE,961511445421809666,https://twitter.com/silverbacklive/status/961511445421809666
blueeyedmonkey,2400171,2018-02-07 11:09,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/1e1yxgIka",,,,961285805686841344,https://twitter.com/blueeyedmonkey/status/961285805686841344
scottbutki,15380697,2018-02-06 23:46,0,0,"its a hoax , folks "" Facebook hasn't limited your feed to only a certain number of people, and sharing a post... https:// fb.me/sRsO8nno",,,,961113895292276738,https://twitter.com/scottbutki/status/961113895292276738
TDG_1,791786665,2018-02-08 09:04,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXzJP,,,,961616779276533761,https://twitter.com/TDG_1/status/961616779276533761
Reach1SocMedia,2419955899,2018-02-08 08:00,0,0,@Mashable : That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - The latest hoax that the Facebook world soundly fell for was the idea that only 26 (or 25 ) friends could see your posts. In copy-paste messa... http:// ow.ly/AofU50gq1ri,,@Mashable,,961600617566429185,https://twitter.com/Reach1SocMedia/status/961600617566429185
dangerous_pi,3352345936,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXcZD pic.twitter.com/qpue1o4tFY,,,,961602321745461253,https://twitter.com/dangerous_pi/status/961602321745461253
JCSura,28096651,2018-02-08 08:15,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// htl.li/b6ul50gq2f0,,,,961604408315392000,https://twitter.com/JCSura/status/961604408315392000
CEOatTECH,2767393184,2018-02-08 07:58,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYTT #Tech #Technology pic.twitter.com/T5rzo7dFKl,,,#Tech #Technology,961600036407730176,https://twitter.com/CEOatTECH/status/961600036407730176
cipherstorm,115563016,2018-02-08 10:46,0,0,"Another Facebook hoax : No, Facebook doesn't restrict the number of friends whose posts appear on your feed , or decide WHICH friends. Not yet, anyway... The post Another Facebook hoax appeared first on Security Boulevard. http:// bit.ly/2BM5cDc pic.twitter.com/mdkn8AUou3",,,,961642353327947776,https://twitter.com/cipherstorm/status/961642353327947776
SocialRochester,858537188,2018-02-07 05:54,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on http:// dld.bz/gA7Ch pic.twitter.com/IJiU5syo89",,,,961206514450161664,https://twitter.com/SocialRochester/status/961206514450161664
_cwick,2216105149,2018-02-08 08:12,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2BLvPIn #tech,,,#tech,961603570067038208,https://twitter.com/_cwick/status/961603570067038208
GR8socialmedia,248774714,2018-02-08 08:00,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// on.mash.to/2GX8NgK #Tech pic.twitter.com/7rgAR8x8ul,,,#Tech,961600726605721600,https://twitter.com/GR8socialmedia/status/961600726605721600
DavidPapp,107547335,2018-02-08 08:09,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// j.mp/2FTHsuH,,,,961602812080730112,https://twitter.com/DavidPapp/status/961602812080730112
DrFritzMcat,26405309,2018-02-09 22:52,0,0,"Don’t Fall for this Hoax . Always fact check nonsense Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// usat.ly/2nQ2MKe via @USATODAY .",,@USATODAY,,962187377933369345,https://twitter.com/DrFritzMcat/status/962187377933369345
Lucas_Wyrsch,13339612,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYVy,,,,961600033924595714,https://twitter.com/Lucas_Wyrsch/status/961600033924595714
milo5714900,28119151,2018-02-08 19:06,0,1,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// dlvr.it/QFcN4P #socialmedia,,,#socialmedia,961768258088067072,https://twitter.com/milo5714900/status/961768258088067072
rumanmahmudbd,716104896961843200,2018-02-08 08:01,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961600874211631107,https://twitter.com/rumanmahmudbd/status/961600874211631107
aVirtualTeam,537434938,2018-02-08 01:40,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// dlvr.it/QFVN6f,,,,961505034121789440,https://twitter.com/aVirtualTeam/status/961505034121789440
friendfeed_agen,2590200516,2018-03-02 18:49,0,0,"Facebook isn&#039;t restricting your news feed to 26 friends, no matter what a viral hoax claims - Stars and Stripes https:// dragplus.com/post/id/432554 15 …",,,#039,969736411447521280,https://twitter.com/friendfeed_agen/status/969736411447521280
ThoughtfulWoman,35423622,2018-02-07 07:56,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/75KxFh74P",,,,961237264511700992,https://twitter.com/ThoughtfulWoman/status/961237264511700992
KerryKarlKsk,3170210201,2018-02-08 00:15,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/SHUa50gpLWN,,,,961483643070935040,https://twitter.com/KerryKarlKsk/status/961483643070935040
GoStartGrow,3801069142,2018-02-08 00:00,0,0,#Growth : Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It - Hoaxters even say they confirmed it on Snopes. None of this is true. http:// ow.ly/koCL50gpLrK,,,#Growth,961479879719096320,https://twitter.com/GoStartGrow/status/961479879719096320
nagabhushant,377435980,2018-02-08 19:21,0,0,It's A Hoax . Facebook Is Not Limiting Your News Feed To 26 People - Forbes http:// dlvr.it/QFcR6R,,,,961771897632337921,https://twitter.com/nagabhushant/status/961771897632337921
dlvritTTest,3260347092,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYVk pic.twitter.com/F1Lh4gYcWs,,,,961600039079460864,https://twitter.com/dlvritTTest/status/961600039079460864
Algocracy,764531097241726976,2018-02-06 23:27,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on http:// ift.tt/2nLjE5B",,,,961109062380290051,https://twitter.com/Algocracy/status/961109062380290051
Mcquarros,1109210924,2018-02-07 21:02,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax, pass it on https:// usat.ly/2nQ2MKe",,,,961434977748570112,https://twitter.com/Mcquarros/status/961434977748570112
gocollectnow,4700568681,2018-02-07 23:20,0,0,Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It http:// ift.tt/2sjjTJE,,,,961469732464578560,https://twitter.com/gocollectnow/status/961469732464578560
SocialMediaZeal,1031703254,2018-02-08 13:59,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed - Mashable http:// dlvr.it/QFZrVB,,,,961690874429128704,https://twitter.com/SocialMediaZeal/status/961690874429128704
GrcSrg,76908897,2018-02-08 08:07,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// ift.tt/2sgQ38P,,,,961602362442952704,https://twitter.com/GrcSrg/status/961602362442952704
Solutionsology_,21969829,2018-02-08 00:07,0,0,via @IncMagazine Facebook Hoax Claims Your News Feed Is Now Only 26 Friends and Saying 'Hi' Will Fix It: Hoaxters even say they confirmed it on Snopes. None of this is true. http:// dlvr.it/QFTxTF,,@IncMagazine,,961481495788511232,https://twitter.com/Solutionsology_/status/961481495788511232
RobertBowler,380171875,2018-02-07 04:36,0,0,"Facebook limiting status updates in news feed to 25 friends? That's a hoax , pass it on https:// fb.me/7bPTghVQB",,,,961186878501171200,https://twitter.com/RobertBowler/status/961186878501171200
rcmckill,17120022,2018-02-09 16:12,0,0,Facebook Responds After Widely Circulated Hoax Says the Social Networking Site Is Limiting Feed to 26 Friends http:// ktla.com/2018/02/08/no- facebook-is-not-limiting-your-feed-to-26-friends/ …,,,,962086835420876800,https://twitter.com/rcmckill/status/962086835420876800
guchiscarllete1,752444195332325376,2018-02-08 09:21,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFY5nm pic.twitter.com/EShOyQ5Rpv,,,,961621108049891328,https://twitter.com/guchiscarllete1/status/961621108049891328
PansehTsewole1,453970403,2018-02-08 08:01,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXZGf pic.twitter.com/gyyxcxrQfO,,,,961600816845963264,https://twitter.com/PansehTsewole1/status/961600816845963264
CEOatMobiVerse,838631774649532416,2018-02-08 07:58,0,0,That ' 26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYSy #Tech #Technology pic.twitter.com/vmtU3ZD14e,,,#Tech #Technology,961600036244107265,https://twitter.com/CEOatMobiVerse/status/961600036244107265
KhanGeeks,2243441768,2018-02-08 07:57,0,0,That '26 friends' Facebook rumor was a hoax — but here's how you can actually game the News Feed http:// dlvr.it/QFXYCD,,,,961599923006324736,https://twitter.com/KhanGeeks/status/961599923006324736
larrymagid,2053051,2018-02-08 18:11,2,0,It's A Hoax. Facebook Is Not Limiting Your News Feed To 26 People via @forbes https://www. forbes.com/sites/larrymag id/2018/02/08/its-a-hoax-facebook-is-not-limiting-your-news-feed-to-26-people/#25d610e6746a …,,@forbes,#25d610e6746a,961754427865448448,https://twitter.com/larrymagid/status/961754427865448448
